img_id,gt_index,size_bin,sqrt_area,class_id,num_p3_positive,s_pos,sigmoid_score,s_neg,margin,local_bg_over_threshold,matched_but_low_confidence,crowded
2,2,tiny-2,9.616753578186035,0,1,-0.8462791442871094,0.3002139627933502,-1.4515033960342407,0.6052242517471313,9,False,False
4,0,tiny-2,16.0,0,4,-1.8146061897277832,0.14008234441280365,-2.2728075981140137,0.45820140838623047,4,False,True
4,1,tiny-2,16.0,0,2,-1.1718045473098755,0.23652897775173187,-2.2728075981140137,1.1010030508041382,4,False,True
4,2,tiny-2,15.874507904052734,0,4,-1.9372198581695557,0.12595359981060028,-2.8841700553894043,0.9469501972198486,3,False,True
5,3,tiny-2,15.491933822631836,0,2,-3.430847644805908,0.031345184892416,-4.491178035736084,1.0603303909301758,0,True,True
5,7,tiny-2,14.422204971313477,0,2,-1.9734175205230713,0.12202227860689163,-3.0211246013641357,1.0477070808410645,2,False,True
5,8,tiny-2,15.0,0,4,-2.421518325805664,0.08154646307229996,-3.0211246013641357,0.5996062755584717,2,False,True
5,10,tiny-2,10.006548881530762,0,2,-4.091475009918213,0.016439778730273247,-4.5174479484558105,0.42597293853759766,0,True,True
6,0,tiny-2,9.6167631149292,0,1,-1.7499730587005615,0.14805059134960175,-1.8441203832626343,0.09414732456207275,7,False,True
6,1,tiny-2,9.843069076538086,0,2,-1.2931981086730957,0.21531197428703308,-1.8441203832626343,0.5509222745895386,7,False,True
8,5,tiny-2,13.856406211853027,0,2,-0.8710614442825317,0.2950334846973419,-2.000962972640991,1.1299015283584595,6,False,True
8,7,tiny-2,15.491933822631836,0,2,-1.0904146432876587,0.2515402138233185,-1.64293372631073,0.5525190830230713,7,False,False
9,3,tiny-2,14.966629981994629,0,2,-0.6541807651519775,0.3420480489730835,-1.723872423171997,1.0696916580200195,13,False,False
10,0,tiny-2,15.491933822631836,0,2,0.32829952239990234,0.5813455581665039,-1.1085909605026245,1.4368904829025269,9,False,False
13,0,tiny-2,12.961481094360352,0,2,-2.0301032066345215,0.11607833206653595,-2.884652614593506,0.8545494079589844,3,False,True
14,3,tiny-2,15.874507904052734,0,2,-4.3533172607421875,0.012700685299932957,-4.951951026916504,0.5986337661743164,0,True,True
14,6,tiny-2,15.716233253479004,0,2,-4.064019203186035,0.016889669001102448,-3.972161054611206,-0.0918581485748291,0,True,True
14,9,tiny-2,13.416407585144043,0,2,-4.144799709320068,0.01559941191226244,-4.460500717163086,0.3157010078430176,0,True,True
14,11,tiny-2,13.416407585144043,0,3,-5.5331573486328125,0.003937918227165937,-4.656808376312256,-0.8763489723205566,0,True,True
16,0,tiny-2,13.416407585144043,0,2,-2.2614200115203857,0.09436893463134766,-3.4294915199279785,1.1680715084075928,0,False,False
18,2,tiny-2,14.966629981994629,0,4,-0.0007414817810058594,0.49981462955474854,-1.3129771947860718,1.312235713005066,9,False,False
18,4,tiny-2,15.716233253479004,0,4,-0.6358466148376465,0.3461860120296478,-2.108229398727417,1.4723827838897705,6,False,False
18,5,tiny-2,15.198683738708496,0,3,-1.0916204452514648,0.2513132691383362,-1.5820311307907104,0.4904106855392456,8,False,False
21,0,tiny-2,15.29705810546875,0,2,-0.20808899402618408,0.4481646418571472,-1.3112446069717407,1.1031556129455566,8,False,False
23,3,tiny-2,15.42724895477295,0,4,-0.6572252511978149,0.34136319160461426,-1.9742319583892822,1.3170067071914673,7,False,False
23,4,tiny-2,15.42724895477295,0,4,-0.6153597831726074,0.3508375287055969,-2.038106918334961,1.4227471351623535,8,False,False
