filename,object_index,line_number,class_id,cx_norm,cy_norm,width_norm,height_norm,x,y,width,height,x2,y2,area,diagonal,aspect_ratio,edge_distance,touches_edge,valid_geometry,coco_size,scene_id,sensor,capture_date
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11264_7680.png,0,1,0,0.5712890625,0.94140625,0.064453125,0.0390625,276.0,472.0,33.0,20.0,309.0,492.0,660.0,38.58756276314948,1.65,20.0,False,True,small,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,WFV1,2020-07-03
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11776_10240.png,0,1,0,0.5166015625,0.9541015625,0.048828125,0.037109375,252.0,479.0,25.0,19.0,277.0,498.0,475.0,31.400636936215164,1.3157894736842106,14.0,False,True,small,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,WFV1,2020-07-03
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11776_4608.png,0,1,0,0.5244140625,0.3779296875,0.072265625,0.048828125,250.0,181.0,37.0,25.0,287.0,206.0,925.0,44.654227123532216,1.48,181.0,False,True,small,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,WFV1,2020-07-03
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_12288_10240.png,0,1,0,0.3046875,0.9521484375,0.0546875,0.029296875,142.0,480.0,28.0,15.0,170.0,495.0,420.0,31.76476034853718,1.8666666666666667,17.0,False,True,small,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,WFV1,2020-07-03
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_12872_9728.png,0,1,0,0.25390625,0.62890625,0.0390625,0.03515625,120.0,313.0,20.0,18.0,140.0,331.0,360.0,26.90724809414742,1.1111111111111112,120.0,False,True,small,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,WFV1,2020-07-03
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_1536_4608.png,0,1,0,0.6171875,0.044921875,0.04296875,0.0390625,305.0,13.0,22.0,20.0,327.0,33.0,440.0,29.732137494637012,1.1,13.0,False,True,small,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,WFV1,2020-07-03
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_3072_12288.png,0,1,0,0.091796875,0.1806640625,0.0546875,0.041015625,33.0,82.0,28.0,21.0,61.0,103.0,588.0,35.0,1.3333333333333333,33.0,False,True,small,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,WFV1,2020-07-03
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_5120_8192.png,0,1,0,0.6318359375,0.2216796875,0.033203125,0.041015625,315.0,103.0,17.0,21.0,332.0,124.0,357.0,27.018512172212592,1.2352941176470589,103.0,False,True,small,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,WFV1,2020-07-03
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_7168_7680.png,0,1,0,0.634765625,0.4755859375,0.046875,0.041015625,313.0,233.0,24.0,21.0,337.0,254.0,504.0,31.89043743820395,1.1428571428571428,175.0,False,True,small,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,WFV1,2020-07-03
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_7680_10752.png,0,1,0,0.04296875,0.5498046875,0.0390625,0.048828125,12.0,269.0,20.0,25.0,32.0,294.0,500.0,32.01562118716424,1.25,12.0,False,True,small,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,WFV1,2020-07-03
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_8192_4096.png,0,1,0,0.7138671875,0.048828125,0.041015625,0.03515625,355.0,16.0,21.0,18.0,376.0,34.0,378.0,27.65863337187866,1.1666666666666667,16.0,False,True,small,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,WFV1,2020-07-03
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_8192_8704.png,0,1,0,0.2781543274244004,0.793,0.010948905109489038,0.02200000000000002,139.6120959332638,400.384,5.605839416058387,11.26400000000001,145.21793534932218,411.648,63.14417518248173,12.581857238048526,2.0093333333333376,100.35199999999998,False,True,small,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,WFV1,2020-07-03
