filename,image_path,annotation_path,missing_image,missing_txt,missing_coco,object_count,max_pairwise_iou,min_pairwise_center_distance_norm,filename_parse_error,satellite,sensor,longitude,latitude,capture_date,product_id,scene_id,tile_x,tile_y,width_px,height_px,image_mode,bit_depth,file_size_bytes,sha256,perceptual_hash,brightness_mean,brightness_std,brightness_p01,brightness_p50,brightness_p99,saturation_mean,entropy,sharpness_laplacian_var,white_ratio,r_mean,r_std,r_p01,r_p50,r_p99,g_mean,g_std,g_p01,g_p50,g_p99,b_mean,b_std,b_p01,b_p50,b_p99,black_ratio_le_0,black_ratio_le_5,black_ratio_le_10,black_ratio_le_20,black_ratio_le_40,foreground_brightness,background_brightness,image_error
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_10752_10752.png,/mnt/data/varroa/mmdetection/LevirShipData/All Images/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_10752_10752.png,/mnt/data/varroa/mmdetection/LevirShipData/All Annotations/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_10752_10752.txt,False,False,False,0,0.0,,False,GF1,WFV1,110.0,17.9,2020-07-03,L2A0004902374,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,10752,10752,512,512,RGB,8,220130,ff1b9b23a4a8134a1d93aa676cfcfae5f6a34bcaf4cac03c54537dd2a39db969,d8a5d26cf0da649b,90.65672302246094,9.47062421651713,81.0,90.0,136.0,84.51837158203125,4.267825939963099,7.659236354622408,0.0,75.36402893066406,9.980754155808782,65.0,74.0,123.0,94.43618774414062,9.540013930869174,84.0,94.0,140.0,112.36468124389648,7.712698929943631,104.0,112.0,149.0,0.0,0.0,0.0,0.0,0.0,,90.65672302246094,
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_10752_4608.png,/mnt/data/varroa/mmdetection/LevirShipData/All Images/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_10752_4608.png,/mnt/data/varroa/mmdetection/LevirShipData/All Annotations/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_10752_4608.txt,False,False,False,0,0.0,,False,GF1,WFV1,110.0,17.9,2020-07-03,L2A0004902374,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,10752,4608,512,512,RGB,8,215891,86cf06d2a9b3bc8177ece49c292aeedadeab4ec4bc90b5c4e28d2a454cbdb6a2,fe02fefc017c5f00,82.76773071289062,11.78889546515382,70.0,80.0,138.0,89.8377456665039,4.905207020934352,5.108115864684805,0.0,66.38378143310547,12.61141588754239,53.0,63.0,125.0,87.42248916625977,11.758727554938838,75.0,84.0,142.0,101.77446746826172,9.89276303690601,91.0,99.0,148.0,0.0,0.0,0.0,0.0,0.0,,82.76773071289062,
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_10752_7168.png,/mnt/data/varroa/mmdetection/LevirShipData/All Images/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_10752_7168.png,/mnt/data/varroa/mmdetection/LevirShipData/All Annotations/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_10752_7168.txt,False,False,False,0,0.0,,False,GF1,WFV1,110.0,17.9,2020-07-03,L2A0004902374,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,10752,7168,512,512,RGB,8,271165,6ef0dc0f03019e731683bbfbec61dbf08314f18012b2357b298b055d59b37732,b10fd2b50a76e11f,97.85963821411133,35.74418466863468,79.0,85.0,255.0,80.11983871459961,4.8168253686543805,29.376544654820464,0.016185760498046875,82.63782119750977,38.256792183883086,63.0,69.0,255.0,101.87134552001953,35.613503779535044,83.0,89.0,255.0,116.49125671386719,30.12998471378303,100.0,106.0,255.0,0.0,0.0,0.0,0.0,0.0,,97.85963821411133,
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11264_10752.png,/mnt/data/varroa/mmdetection/LevirShipData/All Images/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11264_10752.png,/mnt/data/varroa/mmdetection/LevirShipData/All Annotations/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11264_10752.txt,False,False,False,0,0.0,,False,GF1,WFV1,110.0,17.9,2020-07-03,L2A0004902374,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,11264,10752,512,512,RGB,8,210715,e6101a1f79d1f3567269141c141b9f10232fb208df17759add478eabf484ff3c,dfbe9bcca0d52242,81.76005935668945,2.594221305568937,74.0,82.0,87.0,95.35411834716797,3.3041574577382287,4.9159507751319325,0.0,65.83024597167969,2.6674696596772596,58.0,66.0,71.0,85.4489631652832,2.6756794419132293,78.0,86.0,91.0,105.06900787353516,2.216988434358117,99.0,105.0,110.0,0.0,0.0,0.0,0.0,0.0,,81.76005935668945,
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11264_7680.png,/mnt/data/varroa/mmdetection/LevirShipData/All Images/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11264_7680.png,/mnt/data/varroa/mmdetection/LevirShipData/All Annotations/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11264_7680.txt,False,False,False,1,0.0,,False,GF1,WFV1,110.0,17.9,2020-07-03,L2A0004902374,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,11264,7680,512,512,RGB,8,205255,d42ae1ca1500b5ecf91219889c2ed96f03de4034c442769573b0d899a1c5b664,bf00ff00f6b800ff,86.9182014465332,12.718057598583176,80.0,85.0,115.0,86.73814010620117,4.012036289412716,7.159678631403949,0.00323486328125,71.64949035644531,13.675133508440124,64.0,69.0,102.0,90.77080917358398,12.566763991892604,84.0,89.0,118.0,108.0611686706543,10.890513640545704,102.0,106.0,131.0,0.0,0.0,0.0,0.0,0.0,89.02121212121212,86.91289333190558,
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11776_10240.png,/mnt/data/varroa/mmdetection/LevirShipData/All Images/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11776_10240.png,/mnt/data/varroa/mmdetection/LevirShipData/All Annotations/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11776_10240.txt,False,False,False,1,0.0,,False,GF1,WFV1,110.0,17.9,2020-07-03,L2A0004902374,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,11776,10240,512,512,RGB,8,225002,b88fd1ba39d0a3f389c436b82bd881b9c80f335d798be5aff042b80699ed7afb,fda5b595458494b5,81.9923210144043,4.014259452791112,78.0,82.0,90.0,95.44733810424805,3.0102895295611694,6.591783318537637,0.0,65.99593734741211,4.211945953280955,62.0,66.0,74.0,85.68058013916016,4.0869828750985375,81.0,85.0,93.0,105.35989379882812,3.289324711333985,102.0,105.0,111.0,0.0,0.0,0.0,0.0,0.0,87.59157894736842,81.98215684700901,
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11776_4096.png,/mnt/data/varroa/mmdetection/LevirShipData/All Images/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11776_4096.png,/mnt/data/varroa/mmdetection/LevirShipData/All Annotations/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11776_4096.txt,False,False,False,0,0.0,,False,GF1,WFV1,110.0,17.9,2020-07-03,L2A0004902374,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,11776,4096,512,512,RGB,8,209147,7d10dec396b20d8c8367dc00015fe29d8101b9a0ecdbd07a23abcf1a6e88a217,b46cda52e32b9cb8,77.1346206665039,6.110325649804424,67.0,76.0,92.0,97.19477081298828,4.479445417734231,5.3702239984995686,0.0,60.37552261352539,6.429580759053427,50.0,59.0,76.0,81.7754135131836,6.166450127471064,72.0,80.0,96.0,97.3217544555664,5.2833808523027574,89.0,96.0,110.0,0.0,0.0,0.0,0.0,0.0,,77.1346206665039,
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11776_4608.png,/mnt/data/varroa/mmdetection/LevirShipData/All Images/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11776_4608.png,/mnt/data/varroa/mmdetection/LevirShipData/All Annotations/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11776_4608.txt,False,False,False,1,0.0,,False,GF1,WFV1,110.0,17.9,2020-07-03,L2A0004902374,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,11776,4608,512,512,RGB,8,216156,2879ee82919302ff6486bd1fe91f35295b378f463e932cd3c4adb78e06900e4e,cb1d8087bdb8bba2,81.99795913696289,3.826485373184696,75.0,82.0,91.0,89.20407104492188,3.867753676166374,7.117801636792137,0.0,66.01400375366211,3.85406924727661,58.0,66.0,75.0,86.32348251342773,3.9124189600458688,79.0,86.0,95.0,101.43857955932617,3.274168715344056,95.0,101.0,109.0,0.0,0.0,0.0,0.0,0.0,93.54810810810811,81.95705901944345,
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11776_7680.png,/mnt/data/varroa/mmdetection/LevirShipData/All Images/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11776_7680.png,/mnt/data/varroa/mmdetection/LevirShipData/All Annotations/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_11776_7680.txt,False,False,False,0,0.0,,False,GF1,WFV1,110.0,17.9,2020-07-03,L2A0004902374,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,11776,7680,512,512,RGB,8,213377,a77de6117e2b03ce9cb373c89bffb40061c8355d420c43c5898b6fd86213d767,a8cc8e37ab333333,89.81190490722656,7.675313431783331,82.0,89.0,117.0,82.73620986938477,4.105552457390588,6.763877867721021,0.0001068115234375,74.65264892578125,8.007971035155624,67.0,74.0,103.0,93.70333862304688,7.731103128883743,86.0,93.0,121.0,110.29159164428711,6.407398556737847,104.0,109.0,132.0,0.0,0.0,0.0,0.0,0.0,,89.81190490722656,
GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_12288_10240.png,/mnt/data/varroa/mmdetection/LevirShipData/All Images/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_12288_10240.png,/mnt/data/varroa/mmdetection/LevirShipData/All Annotations/GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374_12288_10240.txt,False,False,False,1,0.0,,False,GF1,WFV1,110.0,17.9,2020-07-03,L2A0004902374,GF1_WFV1_E110.0_N17.9_20200703_L2A0004902374,12288,10240,512,512,RGB,8,237384,8c3dc15bcd6006376d7a95ea4dae4c442ea98d096fa8e2211f89dcf6a9f65cb8,b5e521665a5a5eb8,80.39770889282227,6.812120077465055,74.0,80.0,110.0,97.81135177612305,3.347718125173809,8.48311218082381,0.0,64.34041976928711,7.126588418204404,58.0,63.0,96.0,84.14605712890625,6.87856013685325,77.0,83.0,114.0,104.07369995117188,5.585824858506764,98.0,103.0,128.0,0.0,0.0,0.0,0.0,0.0,78.88095238095238,80.40014289862603,
